Student/File,CircularLine.hpp,ThrowTheBall.hpp,AzimuthMonitoring.hpp,Inchworm.hpp,StreetParking.hpp,EggCartons.hpp,PartySeats.hpp,DownloadingFiles.hpp,InchWorm.hpp,inchworm.hpp,DownloadingFile.hpp,ChangingString.hpp,getAzimuth.hpp
s141,,"week1-19/s141/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s141/ThrowTheBall.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s141/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s141/AzimuthMonitoring.hpp:14:3: Rule11 Violated: Variable declared in loop.
","week1-19/s141/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s141/Inchworm.hpp:8:3: Rule11 Violated: Variable declared in loop.
","week1-19/s141/StreetParking.hpp:12:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:16:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:16:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:20:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:20:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:24:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:24:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:28:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:28:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:32:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s141/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s141/StreetParking.hpp:10:3: Rule11 Violated: Variable declared in loop.
","week1-19/s141/EggCartons.hpp:19:3: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s141/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s115,,"week1-19/s115/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s115/ThrowTheBall.hpp:12:11: Rule11 Violated: Variable declared in loop.
","week1-19/s115/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s115/AzimuthMonitoring.hpp:13:3: Rule11 Violated: Variable declared in loop.
week1-19/s115/AzimuthMonitoring.hpp:28:18: Rule11 Violated: Variable declared in loop.
","week1-19/s115/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s115/Inchworm.hpp:15:4: Rule11 Violated: Variable declared in loop.
","week1-19/s115/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s115/StreetParking.hpp:9:3: Rule11 Violated: Variable declared in loop.
","week1-19/s115/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s112,"week1-19/s112/CircularLine.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s112/CircularLine.hpp:17:3: Rule11 Violated: Variable declared in loop.
week1-19/s112/CircularLine.hpp:22:3: Rule11 Violated: Variable declared in loop.
week1-19/s112/CircularLine.hpp:24:4: Rule11 Violated: Variable declared in loop.
week1-19/s112/CircularLine.hpp:36:6: Rule11 Violated: Variable declared in loop.
week1-19/s112/CircularLine.hpp:54:6: Rule11 Violated: Variable declared in loop.
week1-19/s112/CircularLine.hpp:22:3: Rule13 Violated: Nested For Loop With Indices Comparison.
week1-19/s112/CircularLine.hpp:22:3: Rule13 Violated: Nested For Loop With Indices Comparison.
","week1-19/s112/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s112/ThrowTheBall.hpp:16:3: Rule11 Violated: Variable declared in loop.
","week1-19/s112/AzimuthMonitoring.hpp:24:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s112/AzimuthMonitoring.hpp:43:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s112/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s112/AzimuthMonitoring.hpp:16:3: Rule11 Violated: Variable declared in loop.
week1-19/s112/AzimuthMonitoring.hpp:34:6: Rule11 Violated: Variable declared in loop.
week1-19/s112/AzimuthMonitoring.hpp:53:6: Rule11 Violated: Variable declared in loop.
","week1-19/s112/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s112/StreetParking.hpp:19:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s112/StreetParking.hpp:26:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s112/StreetParking.hpp:34:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s112/StreetParking.hpp:41:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s112/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s112/StreetParking.hpp:13:3: Rule11 Violated: Variable declared in loop.
","week1-19/s112/EggCartons.hpp:15:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s112/EggCartons.hpp:19:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s112/EggCartons.hpp:19:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s112/EggCartons.hpp:23:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s112/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s124,,"week1-19/s124/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s124/ThrowTheBall.hpp:15:5: Rule11 Violated: Variable declared in loop.
","week1-19/s124/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s124/AzimuthMonitoring.hpp:15:5: Rule11 Violated: Variable declared in loop.
","week1-19/s124/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s124/Inchworm.hpp:13:4: Rule11 Violated: Variable declared in loop.
",,"week1-19/s124/EggCartons.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s124/EggCartons.hpp:15:4: Rule11 Violated: Variable declared in loop.
","week1-19/s124/PartySeats.hpp:20:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s124/PartySeats.hpp:23:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s124/PartySeats.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s124/PartySeats.hpp:30:5: Rule11 Violated: Variable declared in loop.
",,,,,,
s123,,"week1-19/s123/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,"week1-19/s123/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s123/StreetParking.hpp:11:3: Rule11 Violated: Variable declared in loop.
","week1-19/s123/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s123/EggCartons.hpp:17:3: Rule11 Violated: Variable declared in loop.
","week1-19/s123/PartySeats.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s123/PartySeats.hpp:26:3: Rule11 Violated: Variable declared in loop.
week1-19/s123/PartySeats.hpp:38:3: Rule11 Violated: Variable declared in loop.
week1-19/s123/PartySeats.hpp:55:3: Rule11 Violated: Variable declared in loop.
week1-19/s123/PartySeats.hpp:56:4: Rule11 Violated: Variable declared in loop.
","week1-19/s123/DownloadingFiles.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s123/DownloadingFiles.hpp:22:3: Rule11 Violated: Variable declared in loop.
week1-19/s123/DownloadingFiles.hpp:28:3: Rule11 Violated: Variable declared in loop.
",,,,,
s140,,"week1-19/s140/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s140/ThrowTheBall.hpp:11:2: Rule11 Violated: Variable declared in loop.
","week1-19/s140/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s140/AzimuthMonitoring.hpp:13:2: Rule11 Violated: Variable declared in loop.
","week1-19/s140/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s140/StreetParking.hpp:13:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s140/StreetParking.hpp:16:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s140/StreetParking.hpp:16:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s140/StreetParking.hpp:19:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s140/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s140/StreetParking.hpp:11:3: Rule11 Violated: Variable declared in loop.
","week1-19/s140/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s122,,"week1-19/s122/ThrowTheBall.hpp:10:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/ThrowTheBall.hpp:13:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s122/ThrowTheBall.hpp:22:3: Rule11 Violated: Variable declared in loop.
","week1-19/s122/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s122/AzimuthMonitoring.hpp:13:3: Rule11 Violated: Variable declared in loop.
","week1-19/s122/Inchworm.hpp:9:2: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/Inchworm.hpp:12:2: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/Inchworm.hpp:12:2: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/Inchworm.hpp:15:2: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s122/StreetParking.hpp:16:6: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s122/StreetParking.hpp:17:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s122/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s122/StreetParking.hpp:11:4: Rule11 Violated: Variable declared in loop.
","week1-19/s122/EggCartons.hpp:8:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/EggCartons.hpp:12:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/EggCartons.hpp:12:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/EggCartons.hpp:15:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s122/PartySeats.hpp:15:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/PartySeats.hpp:18:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s122/PartySeats.hpp:10:7: Rule9 Violated: Code that is never executed.
week1-19/s122/PartySeats.hpp:64:3: Rule11 Violated: Variable declared in loop.
week1-19/s122/PartySeats.hpp:68:4: Rule11 Violated: Variable declared in loop.
week1-19/s122/PartySeats.hpp:88:3: Rule11 Violated: Variable declared in loop.
week1-19/s122/PartySeats.hpp:92:4: Rule11 Violated: Variable declared in loop.
week1-19/s122/PartySeats.hpp:112:3: Rule11 Violated: Variable declared in loop.
week1-19/s122/PartySeats.hpp:113:4: Rule11 Violated: Variable declared in loop.
",,,,,,
s125,,"week1-19/s125/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s125/ThrowTheBall.hpp:13:5: Rule11 Violated: Variable declared in loop.
",,"week1-19/s125/Inchworm.hpp:8:7: Rule9 Violated: Code that is never executed.
",,,,,,,,,
s113,,"week1-19/s113/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s113/Inchworm.hpp:1:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s113/EggCartons.hpp:7:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s113/EggCartons.hpp:9:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s113/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s113/PartySeats.hpp:26:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s113/PartySeats.hpp:28:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s113/PartySeats.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s113/PartySeats.hpp:33:3: Rule11 Violated: Variable declared in loop.
week1-19/s113/PartySeats.hpp:50:3: Rule11 Violated: Variable declared in loop.
week1-19/s113/PartySeats.hpp:55:3: Rule11 Violated: Variable declared in loop.
","week1-19/s113/DownloadingFiles.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s113/DownloadingFiles.hpp:15:3: Rule11 Violated: Variable declared in loop.
",,,,,
s114,"week1-19/s114/CircularLine.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s114/CircularLine.hpp:10:5: Rule11 Violated: Variable declared in loop.
week1-19/s114/CircularLine.hpp:11:7: Rule11 Violated: Variable declared in loop.
","week1-19/s114/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s114/ThrowTheBall.hpp:9:5: Rule11 Violated: Variable declared in loop.
","week1-19/s114/AzimuthMonitoring.hpp:23:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s114/AzimuthMonitoring.hpp:32:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s114/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s114/AzimuthMonitoring.hpp:12:5: Rule11 Violated: Variable declared in loop.
","week1-19/s114/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s114/Inchworm.hpp:9:5: Rule11 Violated: Variable declared in loop.
","week1-19/s114/StreetParking.hpp:15:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s114/StreetParking.hpp:19:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s114/StreetParking.hpp:19:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s114/StreetParking.hpp:23:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s114/StreetParking.hpp:23:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s114/StreetParking.hpp:27:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s114/StreetParking.hpp:27:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s114/StreetParking.hpp:31:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s114/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s114/StreetParking.hpp:11:5: Rule11 Violated: Variable declared in loop.
",,,,,,,,
s092,"week1-19/s092/CircularLine.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s092/CircularLine.hpp:14:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/CircularLine.hpp:15:4: Rule11 Violated: Variable declared in loop.
week1-19/s092/CircularLine.hpp:18:5: Rule11 Violated: Variable declared in loop.
","week1-19/s092/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s092/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s092/AzimuthMonitoring.hpp:12:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s092/StreetParking.hpp:10:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s092/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s092/StreetParking.hpp:9:3: Rule11 Violated: Variable declared in loop.
","week1-19/s092/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s092/PartySeats.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s092/PartySeats.hpp:14:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/PartySeats.hpp:16:4: Rule11 Violated: Variable declared in loop.
week1-19/s092/PartySeats.hpp:26:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/PartySeats.hpp:33:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/PartySeats.hpp:48:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/PartySeats.hpp:55:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/PartySeats.hpp:62:3: Rule11 Violated: Variable declared in loop.
","week1-19/s092/DownloadingFiles.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s092/DownloadingFiles.hpp:27:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/DownloadingFiles.hpp:34:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/DownloadingFiles.hpp:36:4: Rule11 Violated: Variable declared in loop.
week1-19/s092/DownloadingFiles.hpp:56:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/DownloadingFiles.hpp:64:3: Rule11 Violated: Variable declared in loop.
week1-19/s092/DownloadingFiles.hpp:74:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s092/inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s092/inchworm.hpp:10:3: Rule11 Violated: Variable declared in loop.
",,,
s059,"week1-19/s059/CircularLine.hpp:11:7: Rule9 Violated: Code that is never executed.
week1-19/s059/CircularLine.hpp:9:5: Rule9 Violated: Code that is never executed.
week1-19/s059/CircularLine.hpp:30:9: Rule11 Violated: Variable declared in loop.
week1-19/s059/CircularLine.hpp:32:13: Rule11 Violated: Variable declared in loop.
week1-19/s059/CircularLine.hpp:69:13: Rule11 Violated: Variable declared in loop.
week1-19/s059/CircularLine.hpp:82:13: Rule11 Violated: Variable declared in loop.
week1-19/s059/CircularLine.hpp:91:13: Rule11 Violated: Variable declared in loop.
week1-19/s059/CircularLine.hpp:114:13: Rule11 Violated: Variable declared in loop.
week1-19/s059/CircularLine.hpp:126:13: Rule11 Violated: Variable declared in loop.
week1-19/s059/CircularLine.hpp:135:13: Rule11 Violated: Variable declared in loop.
week1-19/s059/CircularLine.hpp:30:9: Rule13 Violated: Nested For Loop With Indices Comparison.
","week1-19/s059/ThrowTheBall.hpp:67:9: Rule6 Violated: Series of IF statements with opposite conditions instead of using ELSE.
week1-19/s059/ThrowTheBall.hpp:12:7: Rule9 Violated: Code that is never executed.
week1-19/s059/ThrowTheBall.hpp:21:9: Rule11 Violated: Variable declared in loop.
week1-19/s059/ThrowTheBall.hpp:88:9: Rule11 Violated: Variable declared in loop.
","week1-19/s059/AzimuthMonitoring.hpp:145:13: Rule6 Violated: Series of IF statements with opposite conditions instead of using ELSE.
week1-19/s059/AzimuthMonitoring.hpp:10:7: Rule9 Violated: Code that is never executed.
","week1-19/s059/Inchworm.hpp:10:7: Rule9 Violated: Code that is never executed.
","week1-19/s059/StreetParking.hpp:35:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:41:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:41:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:47:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:47:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:54:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:54:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:60:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:60:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:65:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:65:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:71:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s059/StreetParking.hpp:16:7: Rule9 Violated: Code that is never executed.
week1-19/s059/StreetParking.hpp:8:5: Rule9 Violated: Code that is never executed.
week1-19/s059/StreetParking.hpp:31:9: Rule11 Violated: Variable declared in loop.
",,,,,,,,
s095,,"week1-19/s095/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s095/ThrowTheBall.hpp:11:5: Rule11 Violated: Variable declared in loop.
",,"week1-19/s095/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s095/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s095/StreetParking.hpp:12:5: Rule11 Violated: Variable declared in loop.
week1-19/s095/StreetParking.hpp:16:5: Rule11 Violated: Variable declared in loop.
week1-19/s095/StreetParking.hpp:36:5: Rule11 Violated: Variable declared in loop.
","week1-19/s095/EggCartons.hpp:23:14: Rule5 Violated: Checking an expression that has a known True/False value.
week1-19/s095/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s095/EggCartons.hpp:15:7: Rule11 Violated: Variable declared in loop.
",,"week1-19/s095/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
",,,,,
s061,,,,"week1-19/s061/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s061/Inchworm.hpp:19:13: Rule11 Violated: Variable declared in loop.
","week1-19/s061/StreetParking.hpp:48:8: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s061/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s061/EggCartons.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s061/PartySeats.hpp:12:7: Rule9 Violated: Code that is never executed.
week1-19/s061/PartySeats.hpp:23:13: Rule11 Violated: Variable declared in loop.
week1-19/s061/PartySeats.hpp:54:13: Rule11 Violated: Variable declared in loop.
week1-19/s061/PartySeats.hpp:63:13: Rule11 Violated: Variable declared in loop.
","week1-19/s061/DownloadingFiles.hpp:12:7: Rule9 Violated: Code that is never executed.
week1-19/s061/DownloadingFiles.hpp:23:13: Rule11 Violated: Variable declared in loop.
",,,,,
s057,"week1-19/s057/CircularLine.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s057/CircularLine.hpp:18:5: Rule11 Violated: Variable declared in loop.
week1-19/s057/CircularLine.hpp:20:3: Rule11 Violated: Variable declared in loop.
week1-19/s057/CircularLine.hpp:30:7: Rule11 Violated: Variable declared in loop.
week1-19/s057/CircularLine.hpp:35:7: Rule11 Violated: Variable declared in loop.
week1-19/s057/CircularLine.hpp:18:5: Rule13 Violated: Nested For Loop With Indices Comparison.
",,"week1-19/s057/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s057/AzimuthMonitoring.hpp:38:9: Rule11 Violated: Variable declared in loop.
","week1-19/s057/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s057/Inchworm.hpp:12:2: Rule11 Violated: Variable declared in loop.
","week1-19/s057/StreetParking.hpp:23:3: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s057/StreetParking.hpp:13:7: Rule9 Violated: Code that is never executed.
week1-19/s057/StreetParking.hpp:21:2: Rule11 Violated: Variable declared in loop.
","week1-19/s057/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s057/EggCartons.hpp:14:5: Rule11 Violated: Variable declared in loop.
week1-19/s057/EggCartons.hpp:16:5: Rule11 Violated: Variable declared in loop.
",,,,,,,
s068,,,,"week1-19/s068/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s068/Inchworm.hpp:13:5: Rule11 Violated: Variable declared in loop.
","week1-19/s068/StreetParking.hpp:14:13: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s068/StreetParking.hpp:19:13: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s068/StreetParking.hpp:24:13: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s068/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s068/StreetParking.hpp:11:5: Rule11 Violated: Variable declared in loop.
","week1-19/s068/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s068/EggCartons.hpp:20:6: Rule11 Violated: Variable declared in loop.
week1-19/s068/EggCartons.hpp:21:7: Rule11 Violated: Variable declared in loop.
",,,,,,,
